id,voyage_id,voyage_dates__imp_arrival_at_port_of_dis_sparsedate__year,voyage_slaves_numbers__imp_total_num_slaves_disembarked,voyage_slaves_numbers__imp_total_num_slaves_embarked,voyage_dates__length_middle_passage_days,voyage_dates__imp_length_home_to_disembark,voyage_crew__crew_first_landing,voyage_crew__crew_voyage_outset,voyage_ship__tonnage_mod,voyage_slaves_numbers__imp_jamaican_cash_price,voyage_slaves_numbers__imp_mortality_ratio,voyage_slaves_numbers__percentage_women_among_embarked_slaves,voyage_outcome__vessel_captured_outcome__name,voyage_ship__imputed_nationality__name,voyage_itinerary__imp_region_voyage_begin__name,voyage_ship__rig_of_vessel__name,voyage_itinerary__place_voyage_ended__name,voyage_dates__slave_purchase_began_sparsedate__month,voyage_slaves_numbers__percentage_men,voyage_dates__voyage_completed_sparsedate__month,voyage_itinerary__region_of_return__name,voyage_slaves_numbers__percentage_boy,voyage_itinerary__imp_principal_region_slave_dis__name,voyage_itinerary__imp_principal_region_of_slave_purchase__name,voyage_dates__date_departed_africa_sparsedate__month,voyage_dates__voyage_began_sparsedate__month,voyage_itinerary__imp_port_voyage_begin__name,voyage_dates__first_dis_of_slaves_sparsedate__month,voyage_itinerary__imp_broad_region_slave_dis__name,voyage_slaves_numbers__percentage_girl,voyage_outcome__particular_outcome__name,voyage_itinerary__imp_principal_port_slave_dis__name,voyage_slaves_numbers__percentage_child,voyage_slaves_numbers__percentage_women,voyage_dates__departure_last_place_of_landing_sparsedate__month,voyage_outcome__outcome_owner__name,voyage_outcome__outcome_slaves__name,voyage_itinerary__imp_principal_place_of_slave_purchase__name,voyage_outcome__resistance__name,voyage_slaves_numbers__percentage_male,voyage_slaves_numbers__percentage_female,voyage_itinerary__imp_broad_region_voyage_begin__name,voyage_itinerary__imp_broad_region_of_slave_purchase__name,voyage_sources,enslavers,dataset_source
132090,132090,1857.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,4.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Charles Morgan, 4-9-1857,” April 9, 1857. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Stenett, J H|Quinters, J|Crozier, R B|Michaels, E B|Captain: Place, Henry|Dalton, G L",Intra
132091,132091,1857.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Barque,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,1.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Cherokee, 1-17-1857,” January 17, 1857. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Stein, J F|Ingraham, Alfred",Intra
132092,132092,1851.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,1.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Cora, 1-28-1851,” January 28, 1851. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).",,Intra
132093,132093,1852.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,1.0,0.0,0,2.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Norfolk,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Cora, 1-1-1852,” January 1, 1852. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Shipper: Dickson, John|Captain: Horton, Hiram",Intra
132094,132094,1840.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Delight, 4-6-1840,&#x201D; April 6, 1840. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173898130. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173898130.|  “Manifest of the Delight, 3-28-1840,” March 28, 1840. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Walker, John|Captain: Thrane, J W|Shipper: Jervey, J P|Dufesseau, Josiah|Docklow, D A",Intra
132095,132095,1832.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,11.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Pensacola,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Elizabeth, 11-21-1832,&#x201D; November 21, 1832. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.","Strong, Jasper|Haleo, N|Captain: Forsyth, James|Shipper: Forsyth, James|Captain: Forsyth, James|Strong, L|Gilley, H",Intra
132096,132096,1831.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,6.0,0.0,0,6.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Pensacola,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Emblem, 6-27-1831,&#x201D; June 27, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.|  “Manifest of the Emblem, 1831-6-27,” June 27, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.","Captain: Carson, Joseph B|Captain: Carson, Joseph B|Wright, William",Intra
132097,132097,1835.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Everett, 1-5-1835,&#x201D; January 5, 1835. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.|  “Manifest of the Everett, 12-13-1834,” December 13, 1834. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","McDonald, Hugh|Captain: Hitch,|Gadsden, Thomas N",Intra
132098,132098,1828.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Gulf coast,4.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mobile,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Fair Star, 4-5-1828,” April 5, 1828. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Hutchins, James L|Captain: Swiler, Joseph",Intra
132099,132099,1847.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,4.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Florida, 4-16-1847,” April 16, 1847. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Butler, J R|Amacker, J W|Shipper: Doswell, J T|Pilsbury|Willis, P J",Intra
132100,132100,1846.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,3.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Galveston, 3-14-1846,&#x201D; March 14, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1846-47, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 11, NAID 173892418. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173892418.|  “Manifest of the Galveston, 3-12-1846,” March 12, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Galveston, 3-12-1846,” March 12, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Wright, J T|Captain: Wright, J T|Dawson, J T",Intra
132101,132101,1853.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,11.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Harriett and Martha, 11-12-1853,” November 12, 1853. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Pimfoy,|McBride, Michael",Intra
132102,132102,1849.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,4.0,0.0,0,5.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Henry A. Barling, 4-19-1849,” April 19, 1849. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).",,Intra
132104,132104,1844.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,11.0,0.0,0,12.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Norfolk,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Josephine, 11--1844,” 1844. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Josephine, 12-19-1844,&#x201D; December 19, 1844. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1844-1845, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 10, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173900399.","Captain: Robinson, Joseph|Shipper: Dickson, John|Stone, J|Shipper: Wiggins, Edward|McDonald, Alexander",Intra
132106,132106,1856.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,12.0,0.0,0,12.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Louisiana, 12-16-1856,” December 16, 1856. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Talbot, W H|Blackshear, J J F|Hussey, E M|Harris, M P|Shipper: Trueheart, H M|Block, J",Intra
132107,132107,1828.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,11.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Octavia, 11-12-1828,” November 12, 1828. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Shipper: Lege, I|Shipper: Blocker, James|Captain: Bourne, Elijah|Viva, E|Romain, Hitsimory, S, P",Intra
132108,132108,1836.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,7.0,0.0,0,8.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Opelousas, 8-5-1836,&#x201D; August 5, 1836. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.|  “Manifest of the Opelousas, 7-6-1836,” July 6, 1836. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Shipper: Abercrombie, James|Abercrombie, Charles",Intra
132109,132109,1849.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,4.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"St. Marks, FL",0,0.0,0.0,0,Mainland North America,,"Captain: West, G O|Vail, J",Intra
132110,132110,1848.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,7.0,0.0,0,7.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Saranac, 7-1-1848,” July 1, 1848. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Walker, John|Whitfield, J S|Captain: Getty, G W|McBride, Michael",Intra
132112,132112,1839.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,2.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Smithfield, 3-16-1839,&#x201D; March 16, 1839. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173898130. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173898130.|  “Manifest of the Smithfield, 2-21-1839,” February 21, 1839. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Arnold, Thomas|Gragg, J Ely|McDonald, Alexander",Intra
132113,132113,1846.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,12.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Somers, 12-22-1846,” December 22, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Davis, Solomon|Myers, Myer|Captain: Somers, J|Chipman, J",Intra
132114,132114,1831.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Ship,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,8.0,0.0,0,10.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Susan, 10-1-1831,&#x201D; October 1, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.|  “Manifest of the Susan, 8-6-1831,” August 6, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Susan, 8-6-1831,” August 6, 1831. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Philippe, G B|Hitchcock, Henry|Shipper: Patton, William|Buttan, William|Captain: Mason, W S",Intra
132115,132115,1822.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Sloop,0,0.0,0.0,0.0,0,0.0,Gulf coast,Georgia,4.0,0.0,0,5.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Savannah,0,0.0,0.0,0,Mainland North America,,"Phillbrick, Samuel|Shipper: Richardson, Richard|Captain: Rogers, William J|Williams, Edward",Intra
132116,132116,1836.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Sloop,0,0.0,0.0,0.0,0,0.0,Gulf coast,Georgia,5.0,0.0,0,6.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Savannah,0,0.0,0.0,0,Mainland North America,,"Richardson, R|Lewis, John|Captain: Butler, J|Butts, Elvis|Petigrew, R H",Intra
132117,132117,1836.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Georgia,5.0,0.0,0,6.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Savannah,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Two Sisters, 6-27-1836,&#x201D; June 27, 1836. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.","Philbrick, J|Captain: Sprague, E",Intra
132118,132118,1833.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,11.0,0.0,0,12.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Ulysses, 12-2-1833,&#x201D; December 2, 1833. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.|  “Manifest of the Ulysses, 11-9-1833,” November 9, 1833. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Richardson, Wade A.|Shipper: Harwood, James|Captain: Kennedy, Thomas|Morton, JAB?",Intra
132119,132119,1842.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,1.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"St. Marks, FL",0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the United, 1-25-1842,&#x201D; January 25, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.","Captain: Harding, Thomas A|Meuchain, B|Levie, A",Intra
132120,132120,1844.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,3.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Victorine, 3-26-1844,&#x201D; March 26, 1844. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1844-1845, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 10, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173900399.|  “Manifest of the Victorine, 3-9-1844,” March 9, 1844. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Jones, Alexander|Shipper: Harker, Wiliam|Slatter, Hope",Intra
132121,132121,1823.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,11.0,0.0,0,12.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Virginia, 11-18-1823,” November 18, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Virginia, 11-18-1823,” November 18, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Virginia, 12-10-1823,&#x201D; December 10, 1823. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1823-1825, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 3, NAID 173905243. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173905243.","Stone, William?|Shipper: Stone, William|Boyer, L|Boyer, Lucy",Intra
